gene_id,mean_stage1,mean_stage3,log2_fold_change,t_statistic,p_value,fdr,significant,neg_log10_p,neg_log10_fdr,gene_name,gene_type,category
ENSG00000277972,3.0595326351290644,3.4346969738153916,0.37516433868632726,7.03833093907944,5.953862825195114e-12,6.873963626411806e-09,True,11.22520117555881,8.162792770262575,CISD3,protein_coding,Significant (small FC)
ENSG00000100387,4.4526439201128065,4.792722215149032,0.3400782950362258,7.026369852911479,6.440259745039186e-12,6.904418465235225e-09,True,11.191096616559074,8.16087289463424,RBX1,protein_coding,Significant (small FC)
ENSG00000262814,1.6904120525549537,2.0475590709557197,0.3571470184007659,7.030191571788107,6.280750718713487e-12,6.904418465235225e-09,True,11.201988443283648,8.16087289463424,MRPL12,protein_coding,Significant (small FC)
ENSG00000264350,1.1510179051924256,1.412644956987331,0.2616270517949053,6.975573914076383,8.97889897132697e-12,9.294089286941137e-09,True,11.046776915002352,8.031793159634256,SNRPGP2,processed_pseudogene,Significant (small FC)
ENSG00000136628,7.846319050492316,8.229946060630052,0.3836270101377357,6.947491498621548,1.0780817138802681e-11,1.0787285629085963e-08,True,10.967348320278827,7.967087821731437,EPRS1,protein_coding,Significant (small FC)
ENSG00000189159,3.3585493948057445,3.8774333456763626,0.518883950870618,6.939436800242584,1.1360213763532601e-11,1.1000351508184567e-08,True,10.944613496490389,7.958593437057608,JPT1,protein_coding,Significant (small FC)
ENSG00000171421,3.6624497214657032,4.014513972948779,0.3520642514830761,6.931815240073419,1.193656561456098e-11,1.1197244581809108e-08,True,10.923120610325267,7.95088883537812,MRPL36,protein_coding,Significant (small FC)
ENSG00000146731,6.218759197006222,6.640490024525065,0.42173082751884294,6.907858495662392,1.394167148129511e-11,1.268185134925808e-08,True,10.855685155105586,7.896817341716421,CCT6A,protein_coding,Significant (small FC)
ENSG00000113407,6.357505749318921,6.8082884083952075,0.45078265907628623,6.894870546866525,1.516339400843942e-11,1.3387492980745132e-08,True,10.819203580091662,7.873300743866864,TARS1,protein_coding,Significant (small FC)
ENSG00000080608,4.527556705817878,4.8911882935775,0.3636315877596221,6.881514471859189,1.6529311270474773e-11,1.4176481877631764e-08,True,10.78174524187101,7.848431532954232,PUM3,protein_coding,Significant (small FC)
ENSG00000100889,4.763770446258278,5.3799360133983765,0.6161655671400981,6.8760114400478525,1.7126618124278985e-11,1.4212249487746972e-08,True,10.766328385718937,7.847337177329573,PCK2,protein_coding,Significant (small FC)
ENSG00000146733,2.9419238743196705,3.469136559683977,0.5272126853643067,6.868369367743908,1.7991387851768437e-11,1.4212249487746972e-08,True,10.744935333979814,7.847337177329573,PSPH,protein_coding,Significant (small FC)
ENSG00000168273,3.0135903232231036,3.36339744323291,0.3498071200098063,6.8690437809065195,1.791337816947741e-11,1.4212249487746972e-08,True,10.746822505607314,7.847337177329573,SMIM4,protein_coding,Significant (small FC)
ENSG00000131174,5.5553290765748775,5.867042679306052,0.31171360273117443,6.860335376950414,1.8946732019152385e-11,1.4583153891049135e-08,True,10.722465687460625,7.836148541220071,COX7B,protein_coding,Significant (small FC)
ENSG00000074800,7.518771904519761,7.949077551750834,0.4303056472310729,6.842324638715563,2.127309167873285e-11,1.5964391650305067e-08,True,10.672169388261839,7.796847626322749,ENO1,protein_coding,Significant (small FC)
ENSG00000180992,3.968040237845234,4.3358704276000015,0.36783018975476756,6.829191419243354,2.314404602950062e-11,1.6541380326513087e-08,True,10.63556071562268,7.7814282527535275,MRPL14,protein_coding,Significant (small FC)
ENSG00000180198,3.8901496692228865,4.3187431450902105,0.428593475867324,6.831581532603557,2.2791928397668806e-11,1.6541380326513087e-08,True,10.642218928130907,7.7814282527535275,RCC1,protein_coding,Significant (small FC)
ENSG00000171793,4.178703703304326,4.673055681263799,0.4943519779594725,6.812849431769699,2.5698844740899436e-11,1.794018421935626e-08,True,10.5900863993897,7.746173101702232,CTPS1,protein_coding,Significant (small FC)
ENSG00000161057,6.0835344186888145,6.385287377447472,0.3017529587586578,6.803410556768052,2.729851538299973e-11,1.8209929661486353e-08,True,10.563860971219432,7.739691731727723,PSMC2,protein_coding,Significant (small FC)
ENSG00000041357,6.061180560692968,6.443753042914184,0.3825724822212164,6.804006710237803,2.7194652285672623e-11,1.8209929661486353e-08,True,10.565516489758503,7.739691731727723,PSMA4,protein_coding,Significant (small FC)
ENSG00000168275,2.6343373984491225,3.102241787915476,0.46790438946635327,6.7833231394932785,3.1035140867261884e-11,2.0252453446814506e-08,True,10.508146279028844,7.693522357443365,COA6,protein_coding,Significant (small FC)
ENSG00000111371,7.068098010317274,7.527282563943308,0.4591845536260335,6.773478948201375,3.304527495249088e-11,2.110538433029513e-08,True,10.480890630240735,7.6756067349094,SLC38A1,protein_coding,Significant (small FC)
ENSG00000169032,5.31242363580009,5.608121669534807,0.29569803373471704,6.764045584821257,3.5091159021341275e-11,2.19451335729713e-08,True,10.454802287291571,7.658661771400105,MAP2K1,protein_coding,Significant (small FC)
ENSG00000167645,4.573106213826374,4.923088991182235,0.34998277735586125,6.750179746534743,3.832579579487026e-11,2.2623821666627543e-08,True,10.416508818711481,7.645434031217037,YIF1B,protein_coding,Significant (small FC)
ENSG00000166794,7.85559078632507,8.154274382770389,0.2986835964453185,6.7497219553745795,3.8437434372643235e-11,2.2623821666627543e-08,True,10.415245608386153,7.645434031217037,PPIB,protein_coding,Significant (small FC)
ENSG00000173905,5.081852390035192,5.481941041473914,0.40008865143872185,6.753353918743878,3.756043423709489e-11,2.2623821666627543e-08,True,10.425269395487822,7.645434031217037,GOLIM4,protein_coding,Significant (small FC)
ENSG00000143643,4.734500694718498,5.120396195153525,0.3858955004350264,6.745027506604347,3.9600811572332735e-11,2.2837195672400585e-08,True,10.402295913625647,7.641357226992564,TTC13,protein_coding,Significant (small FC)
ENSG00000069849,5.115438845951206,5.604821043134457,0.48938219718325104,6.731105165020887,4.325799706476677e-11,2.2837195672400585e-08,True,10.363933593169174,7.641357226992564,ATP1B3,protein_coding,Significant (small FC)
ENSG00000170876,5.187222270560683,5.589981559536966,0.40275928897628255,6.733911564873387,4.249507932620627e-11,2.2837195672400585e-08,True,10.371661355719057,7.641357226992564,TMEM43,protein_coding,Significant (small FC)
ENSG00000163468,6.847803172839737,7.353096338495878,0.5052931656561412,6.734692938706544,4.2285023398641007e-11,2.2837195672400585e-08,True,10.373813424753505,7.641357226992564,CCT3,protein_coding,Significant (small FC)
ENSG00000140374,5.9048598401252335,6.247980813927543,0.34312097380230977,6.7327474900820015,4.280991643815649e-11,2.2837195672400585e-08,True,10.368455619876107,7.641357226992564,ETFA,protein_coding,Significant (small FC)
ENSG00000173638,2.905060923475774,3.540180063850199,0.635119140374425,6.73071670462144,4.336465298576965e-11,2.2837195672400585e-08,True,10.362864124587125,7.641357226992564,SLC19A1,protein_coding,Significant (small FC)
ENSG00000157193,3.7471358933949284,4.329858189499128,0.5827222961041998,6.72568589397738,4.476944283496949e-11,2.3170502327933004e-08,True,10.349018310468107,7.635064550763991,LRP8,protein_coding,Significant (small FC)
ENSG00000151465,4.362544072649244,4.624234684402643,0.2616906117533997,6.7198919298298625,4.644270748283347e-11,2.3235286553661585e-08,True,10.33308247001487,7.633851967131461,CDC123,protein_coding,Significant (small FC)
ENSG00000160256,3.0313727456050814,3.404698183910317,0.37332543830523557,6.721731532268858,4.59049001362567e-11,2.3235286553661585e-08,True,10.338140953056415,7.633851967131461,FAM207A,protein_coding,Significant (small FC)
ENSG00000161203,6.821970942700268,7.110833690800483,0.2888627481002146,6.712301300154686,4.872795895804589e-11,2.3978948721354453e-08,True,10.312221779298412,7.620169861042126,AP2M1,protein_coding,Significant (small FC)
ENSG00000182718,6.971491363421485,7.489610303177448,0.5181189397559631,6.689315369441357,5.634205090607347e-11,2.7278640066105052e-08,True,10.24916734831618,7.56417728454738,ANXA2,protein_coding,Significant (small FC)
ENSG00000159199,5.312420119139633,5.6520729508584795,0.33965283171884675,6.682047089869451,5.898404194738108e-11,2.7665358924632585e-08,True,10.229265470249851,7.5580636909666845,ATP5MC1,protein_coding,Significant (small FC)
ENSG00000182004,5.309381547342263,5.690657995147597,0.3812764478053339,6.684408190309721,5.811273537352372e-11,2.7665358924632585e-08,True,10.235728681786004,7.5580636909666845,SNRPE,protein_coding,Significant (small FC)
ENSG00000130518,3.178231092927622,2.3514558633049827,-0.8267752296226392,-6.674468819078099,6.186808009748919e-11,2.8571631205637392e-08,True,10.208533360883239,7.544064964259042,IQCN,protein_coding,Significant (small FC)
ENSG00000134333,7.8031560328722955,8.270865477651032,0.46770944477873666,6.666748651155538,6.494824578009606e-11,2.931864761395661e-08,True,10.187432574511089,7.532856066341341,LDHA,protein_coding,Significant (small FC)
ENSG00000115128,4.929432802757595,5.219782549310932,0.29034974655333734,6.665551769064536,6.543904957475825e-11,2.931864761395661e-08,True,10.184163016907569,7.532856066341341,SF3B6,protein_coding,Significant (small FC)
ENSG00000004779,5.027034607897649,5.302094951094258,0.27506034319660877,6.637971369022606,7.781222992759729e-11,3.434952232303846e-08,True,10.108952138580413,7.464079298019597,NDUFAB1,protein_coding,Significant (small FC)
ENSG00000169813,6.528890710521396,6.846013644880022,0.3171229343586264,6.619254056978642,8.748747188881815e-11,3.8060854074761496e-08,True,10.058054133024557,7.419521470494759,HNRNPF,protein_coding,Significant (small FC)
ENSG00000179958,3.0506908684444607,3.435219468999771,0.38452860055531035,6.615607502890922,8.950523237115529e-11,3.838240093310485e-08,True,10.048151575594725,7.415867862341928,DCTPP1,protein_coding,Significant (small FC)
ENSG00000100823,5.9166678563514035,6.262221604095561,0.3455537477441579,6.609064178772582,9.324088116251007e-11,3.942119395403137e-08,True,10.030393630880681,7.404270226332703,APEX1,protein_coding,Significant (small FC)
ENSG00000106554,4.442997463067614,4.719195417450577,0.2761979543829636,6.589868817059672,1.0510386630298698e-10,4.263524133355491e-08,True,9.978381307918774,7.3702312743826965,CHCHD3,protein_coding,Significant (small FC)
ENSG00000169710,5.401297415757824,5.922027441360876,0.5207300256030516,6.59138063396923,1.0411820412782944e-10,4.263524133355491e-08,True,9.982473331382051,7.3702312743826965,FASN,protein_coding,Significant (small FC)
ENSG00000143977,4.3934857291914415,4.744565724667716,0.3510799954762742,6.591619258556264,1.0396345785606022e-10,4.263524133355491e-08,True,9.983119284164946,7.3702312743826965,SNRPG,protein_coding,Significant (small FC)
ENSG00000061794,4.213787610094182,4.601919302797866,0.3881316927036842,6.580924214044816,1.1112542549678233e-10,4.447684030083216e-08,True,9.954186563114636,7.351866073239282,MRPS35,protein_coding,Significant (small FC)
ENSG00000196262,8.33354670525455,8.706589817032407,0.3730431117778572,6.573758564387281,1.1619220657601176e-10,4.589286390787791e-08,True,9.93482300064225,7.33825483965599,PPIA,protein_coding,Significant (small FC)
ENSG00000277791,5.589521901729114,5.866420327837439,0.2768984261083247,6.569087685292052,1.1961614631747438e-10,4.6631655586466835e-08,True,9.922210193397039,7.331319165302467,PSMB3,protein_coding,Significant (small FC)
ENSG00000141378,3.9174255972781045,4.276840884357968,0.3594152870798637,6.566077479090478,1.2187494699357814e-10,4.6903104600682414e-08,True,9.914085560178753,7.3287984096021805,PTRH2,protein_coding,Significant (small FC)
ENSG00000125352,4.588157084582609,4.881092178043398,0.2929350934607884,6.52145407240244,1.6069419590081604e-10,6.105972623481894e-08,True,9.793999809196642,7.21424514722003,RNF113A,protein_coding,Significant (small FC)
ENSG00000148459,1.7463375931087795,2.078706621184889,0.33236902807610935,6.501990604784741,1.812049632249598e-10,6.715321711218325e-08,True,9.741829911120064,7.172933176731661,PDSS1,protein_coding,Significant (small FC)
ENSG00000165629,6.226939259342354,6.498193079976655,0.2712538206343016,6.503141413505496,1.799239516765909e-10,6.715321711218325e-08,True,9.74491101904146,7.172933176731661,ATP5F1C,protein_coding,Significant (small FC)
ENSG00000181610,4.1118229389488,4.441599107444101,0.3297761684953011,6.498803826329377,1.8479910878674205e-10,6.764999570195638e-08,True,9.733300127541959,7.169732226658622,MRPS23,protein_coding,Significant (small FC)
ENSG00000182117,5.007810102729647,5.3870853197170305,0.3792752169873834,6.489049066530752,1.962404425072469e-10,7.097283859256068e-08,True,9.707211485499597,7.148907824608618,NOP10,protein_coding,Significant (small FC)
ENSG00000235363,1.3644648735252838,1.6270085967280017,0.2625437232027179,6.48410832754053,2.0229732562037113e-10,7.229239429133691e-08,True,9.694009858583582,7.140907391378412,SNRPGP10,processed_pseudogene,Significant (small FC)
ENSG00000170515,5.261828663025449,5.560168295095421,0.2983396320699718,6.453009567062486,2.4484892044095947e-10,8.646911639760849e-08,True,9.611101806481653,7.063138978928894,PA2G4,protein_coding,Significant (small FC)
ENSG00000167088,4.728607175719801,5.052809458120439,0.32420228240063853,6.4489887519598845,2.509538492252626e-10,8.658773156372337e-08,True,9.600406138557455,7.0625436379090205,SNRPD1,protein_coding,Significant (small FC)
ENSG00000154723,5.348536180585716,5.633474167716305,0.28493798713058904,6.449152764683041,2.507019323797558e-10,8.658773156372337e-08,True,9.600842318540266,7.0625436379090205,ATP5PF,protein_coding,Significant (small FC)
ENSG00000111775,4.050324361266087,4.301840821389656,0.2515164601235691,6.437495255665258,2.6923871291198986e-10,9.080907510328215e-08,True,9.569862494242749,7.041870747620609,COX6A1,protein_coding,Significant (small FC)
ENSG00000245248,0.20605080942262874,0.46261716377457596,0.2565663543519472,6.437660444775323,2.689668980455892e-10,9.080907510328215e-08,True,9.57030116565089,7.041870747620609,USP2-AS1,lncRNA,Significant (small FC)
ENSG00000092199,8.176758945516816,8.424572059008872,0.2478131134920556,6.432253106364309,2.780056657455642e-10,9.27241563816705e-08,True,9.555946353085663,7.032807109257934,HNRNPC,protein_coding,Significant (small FC)
ENSG00000160688,4.857109616835705,5.214673576543436,0.3575639597077318,6.424053682931957,2.9228185044632264e-10,9.641446798568915e-08,True,9.534198151785,7.015857790839042,FLAD1,protein_coding,Significant (small FC)
ENSG00000167642,4.186757514466591,3.2544780039974026,-0.9322795104691886,-6.421068144262782,2.9765631446462307e-10,9.712007877825061e-08,True,9.526284899915339,7.012690973993842,SPINT2,protein_coding,Significant (small FC)
ENSG00000074071,4.748776371790199,5.062243275615342,0.31346690382514275,6.41624024419945,3.06552768384187e-10,9.894732259523146e-08,True,9.513494757538549,7.004595952825432,MRPS34,protein_coding,Significant (small FC)
ENSG00000204253,1.0764968917453448,1.273123275840582,0.19662638409523714,6.406632417891822,3.250387353876695e-10,1.0379800807305386e-07,True,9.488064880366684,6.983810980699331,HNRNPCP2,processed_pseudogene,Significant (small FC)
ENSG00000156697,4.159364664656685,4.519956327759581,0.3605916631028956,6.3898280365799005,3.6002950332879295e-10,1.1376174348340744e-07,True,9.443661908655269,6.944003760677065,UTP14A,protein_coding,Significant (small FC)
ENSG00000077348,3.9763764809564455,4.437393657049923,0.4610171760934776,6.384326745109448,3.722663195229505e-10,1.1640302478583259e-07,True,9.42914625442626,6.934035734198776,EXOSC5,protein_coding,Significant (small FC)
ENSG00000175110,4.247214689889919,4.457049819848333,0.2098351299584138,6.381995382152765,3.7757408779369723e-10,1.1684555636485776e-07,True,9.422997818172583,6.932387799171775,MRPS22,protein_coding,Significant (small FC)
ENSG00000105671,4.849023706970362,5.161202785820214,0.3121790788498515,6.372737761834971,3.993916321155877e-10,1.2233610217189503e-07,True,9.398601038524143,6.912445360949586,DDX49,protein_coding,Significant (small FC)
ENSG00000171311,4.3282424622344,4.58600078053965,0.25775831830525053,6.369314426956829,4.077680775367496e-10,1.2364022375250656e-07,True,9.389586776332013,6.9078402176625096,EXOSC1,protein_coding,Significant (small FC)
ENSG00000129235,3.9400025502080522,4.249741176366073,0.30973862615802084,6.3591021108669805,4.337910887685719e-10,1.302154090265499e-07,True,9.362719373802662,6.885337620535609,TXNDC17,protein_coding,Significant (small FC)
ENSG00000116761,2.7445161918074232,3.288303393301099,0.543787201493676,6.345398784301825,4.712780101601732e-10,1.4006755751473344e-07,True,9.326722823955397,6.853662444470985,CTH,protein_coding,Significant (small FC)
ENSG00000167085,4.727948451255505,5.080347686764369,0.3523992355088641,6.334006974898736,5.048396483900172e-10,1.4857133887619152e-07,True,9.29684654441206,6.828064962906926,PHB,protein_coding,Significant (small FC)
ENSG00000138594,4.122902307352428,4.459229655718844,0.3363273483664164,6.328360182360924,5.223318858839488e-10,1.5222678204334345e-07,True,9.282053461735728,6.817508933173847,TMOD3,protein_coding,Significant (small FC)
ENSG00000119185,4.19447162250792,4.529892094543376,0.3354204720354561,6.317557966431305,5.574621827719897e-10,1.6090288271586142e-07,True,9.253784589034087,6.793436175065815,ITGB1BP1,protein_coding,Significant (small FC)
ENSG00000179271,5.126382032761027,5.418690290623249,0.2923082578622216,6.313300958106124,5.719327323946235e-10,1.6350739772401723e-07,True,9.242655047549198,6.786462593352083,GADD45GIP1,protein_coding,Significant (small FC)
ENSG00000163634,4.764550063144641,5.0370971096425565,0.27254704649791517,6.306643884585889,5.953014519735676e-10,1.685826319371939e-07,True,9.2252630581784,6.773187170176119,THOC7,protein_coding,Significant (small FC)
ENSG00000105281,7.2369669549669435,7.7090541582642125,0.47208720329726894,6.30078790760959,6.16628534174366e-10,1.7299023681164595e-07,True,9.209976382386438,6.761978406804595,SLC1A5,protein_coding,Significant (small FC)
ENSG00000111229,6.200729340721601,6.426036630784584,0.22530729006298333,6.29560182425718,6.361387925671633e-10,1.7681124328963991e-07,True,9.196448119776148,6.752490121996046,ARPC3,protein_coding,Significant (small FC)
ENSG00000122862,8.17285336919019,8.604262359766025,0.4314089905758358,6.284015009680666,6.81936564843389e-10,1.878015761786133e-07,True,9.166256022439992,6.726300767113562,SRGN,protein_coding,Significant (small FC)
ENSG00000197451,6.2555245080662125,6.583463798353007,0.32793929028679436,6.275459570111258,7.178073910774678e-10,1.9588311150330387e-07,True,9.14399207416155,6.7080030060527225,HNRNPAB,protein_coding,Significant (small FC)
ENSG00000185651,5.10751867014826,5.350242213222631,0.24272354307437105,6.270401931012106,7.398740921090344e-10,1.982994687225803e-07,True,9.130842179937513,6.702678449340642,UBE2L3,protein_coding,Significant (small FC)
ENSG00000180817,6.3731159049674595,6.781614386646137,0.4084984816786772,6.271842388629516,7.335226096080884e-10,1.982994687225803e-07,True,9.134586495213066,6.702678449340642,PPA1,protein_coding,Significant (small FC)
ENSG00000101773,4.158237155146252,4.565628132919077,0.40739097777282485,6.265205893748547,7.632354114031548e-10,2.027504476061938e-07,True,9.117341488120239,6.693038178336606,RBBP8,protein_coding,Significant (small FC)
ENSG00000143155,4.690934173258112,5.051900137191621,0.3609659639335083,6.262403591009044,7.761324452777306e-10,2.0436792756444663e-07,True,9.110064161029,6.6895872590984204,TIPRL,protein_coding,Significant (small FC)
ENSG00000178896,2.652138268784556,3.0051252063575697,0.3529869375730139,6.257302735098436,8.00157459548809e-10,2.0886197061509693e-07,True,9.096824541652742,6.680140628739301,EXOSC4,protein_coding,Significant (small FC)
ENSG00000181026,6.07555396372684,6.4412976768946635,0.3657437131678236,6.255476502418357,8.089346195618477e-10,2.0894002922279808e-07,True,9.092086577906814,6.679978348889051,AEN,protein_coding,Significant (small FC)
ENSG00000117724,2.788441239563619,3.574563513006736,0.7861222734431172,6.254353734717795,8.143774874764267e-10,2.0894002922279808e-07,True,9.089174240409942,6.679978348889051,CENPF,protein_coding,Significant (small FC)
ENSG00000102144,7.5771122790395,7.841683669441613,0.2645713904021134,6.249367385455068,8.389858470485125e-10,2.111612935982286e-07,True,9.07624536527449,6.675385686125277,PGK1,protein_coding,Significant (small FC)
ENSG00000198720,1.6915050759425525,2.2268931897529294,0.5353881138103769,6.248341404126844,8.441386911782074e-10,2.111612935982286e-07,True,9.073586193344704,6.675385686125277,ANKRD13B,protein_coding,Significant (small FC)
ENSG00000162851,4.249245083170411,4.5690049141330595,0.3197598309626484,6.250554743061997,8.330609093554878e-10,2.111612935982286e-07,True,9.079323243935447,6.675385686125277,TFB2M,protein_coding,Significant (small FC)
ENSG00000136261,4.618067385547013,5.0189921674129785,0.4009247818659656,6.240936764960151,8.822563362697137e-10,2.1887248514168817e-07,True,9.054405213900733,6.65980883095013,BZW2,protein_coding,Significant (small FC)
ENSG00000197498,3.765063471791185,4.187405816454479,0.42234234466329434,6.235997634616889,9.086125881868353e-10,2.235633825589543e-07,True,9.041621250635846,6.6505993280435405,RPF2,protein_coding,Significant (small FC)
ENSG00000134001,5.63698390119069,5.9392249567412625,0.30224105555057257,6.224598315066206,9.724157134485273e-10,2.3731686899429177e-07,True,9.012148031925731,6.624671390098076,EIF2S1,protein_coding,Significant (small FC)
ENSG00000117395,5.13612856072731,5.4395959132572385,0.3034673525299283,6.220653776355754,9.954979582207913e-10,2.390628616789737e-07,True,9.001959626379266,6.621487886120271,EBNA1BP2,protein_coding,Significant (small FC)
ENSG00000185721,4.510417583962975,4.814640336334816,0.3042227523718406,6.221472953400498,9.906607238953793e-10,2.390628616789737e-07,True,9.00407505486718,6.621487886120271,DRG1,protein_coding,Significant (small FC)
ENSG00000128944,3.2159219197297766,3.6353236225125527,0.4194017027827761,6.2088709578946775,1.0676842691238054e-09,2.5236020779967235e-07,True,8.971557155968124,6.597979123657027,KNSTRN,protein_coding,Significant (small FC)
ENSG00000213585,6.488807317116584,6.79535594211508,0.3065486249984959,6.209770576692991,1.0619969775360577e-09,2.5236020779967235e-07,True,8.973876719263288,6.597979123657027,VDAC1,protein_coding,Significant (small FC)
ENSG00000100865,4.114643157327889,4.362647029811334,0.24800387248344435,6.206053941859079,1.0856864356585908e-09,2.5263670872557815e-07,True,8.964295588123528,6.597503545155725,CINP,protein_coding,Significant (small FC)
ENSG00000008324,4.013155009972384,4.2852277278375315,0.2720727178651474,6.206700958734448,1.0815255960030522e-09,2.5263670872557815e-07,True,8.965963197841772,6.597503545155725,SS18L2,protein_coding,Significant (small FC)
ENSG00000112695,6.26824088810118,6.561134615558384,0.2928937274572041,6.189840267226738,1.1952167455638185e-09,2.7425066189686456e-07,True,8.922553330810624,6.5618523155935105,COX7A2,protein_coding,Significant (small FC)
ENSG00000128524,4.524337210608288,4.813715784272006,0.28937857366371755,6.189610630779394,1.1968431177456611e-09,2.7425066189686456e-07,True,8.921962773204799,6.5618523155935105,ATP6V1F,protein_coding,Significant (small FC)
ENSG00000105676,4.345011387885888,4.81025710600495,0.46524571811906146,6.187932674212573,1.2087928800763568e-09,2.7489048995554604e-07,True,8.917648106703988,6.560840284642786,ARMC6,protein_coding,Significant (small FC)
